|name      |ra        |dec      |app_mag|spect_type|result_parallax|bv_color|ub_color|ri_color|
|Gl 886.1B |23 02 36.2|+42 45 28|  8.80 |          | 18.5          |        |        |        |
|Gl 886.1A |23 02 36.2|+42 45 28|  5.14 |A3 Vn     | 18.5          | 0.09   | 0.11   |        |
|Wo 9830   |23 33 23.3|+42 50 41|  7.14 |G0        | 31.0          | 0.58   | 0.04   |        |
|NN 3907   |15 29 42.6|+42 53 16| 14.17 |m         | 51.1          | 1.73   |        | 1.33   |
|NN 4171   |20 56 52.2|+42 55 48|  9.00 |A2        | 42.4          |        |        |        |
|Gl 91.3   |02 16 54.3|+42 58 28| 16.20 |DC9       | 50.9          | 0.72   |-0.01   |        |
|Gl 786.1  |20 15 53.2|+42 58 47|  9.97 |dM0  p    | 34.6          | 1.34   | 1.30   | 0.60   |
|NN 3201   |03 08 22.0|+43 02 27| 14.70 |m         | 40.7          | 1.50   |        |        |
|GJ 1113   |08 40 37.0|+43 07 07|  9.32 |K2 V      | 62.9          | 1.08   | 0.96   | 0.40   |
|Gl 454.3  |12 02 20.5|+43 08 24|  8.38 |K0 V      | 46.0          | 1.15   | 1.10   |        |
|NN 3965   |16 35 00.1|+43 17 54| 14.82 |DA8       | 66.5          | 0.42   |-0.42   |        |
|Gl 694    |17 43 55.8|+43 23 11| 10.47 |dM3.5     |101.7          | 1.53   | 1.23   | 1.02   |
|Gl 414.1B |11 11 22.5|+43 25 24| 11.82 |M3        | 61.0          | 1.54   |        |        |
|Gl 414.1A |11 11 22.5|+43 25 24| 11.47 |M3        | 61.0          | 1.49   |        | 1.05   |
|GJ 1194B  |15 39 58.8|+43 29 46| 13.80 |m         | 73.3          |        |        |        |
|GJ 1194A  |15 39 57.8|+43 29 52| 12.48 |m         | 73.3          | 1.57   |        | 1.11   |
|Gl 412B   |11 05 51.0|+43 30 29| 14.40 |M6  e     |188.8          | 2.09   |        | 1.80   |
|NN 3554   |09 21 50.6|+43 30 30| 14.02 |m         | 58.0          |        |        | 1.29   |
|Gl 412A   |11 05 49.1|+43 30 47|  8.74 |M2 Ve     |188.8          | 1.54   | 1.18   | 0.81   |
|Gl 245    |06 46 44.1|+43 34 33|  5.24 |G0 V      | 66.2          | 0.56   | 0.05   |        |
|NN 3991   |17 09 27.5|+43 41 36| 11.80 |M3        |125.0          | 1.48   | 0.89   | 1.25   |
|NN 3123   |02 00 02.2|+43 45 43| 13.01 |m         | 41.0          |        |        | 1.07   |
|GJ 1174   |13 40 14.8|+43 46 08| 12.76 |M3        | 62.1          | 1.64   |        | 1.20   |
|Gl 614    |16 10 23.8|+43 49 16|  6.66 |K0 V      | 61.9          | 0.88   | 0.66   |        |
|Gl 725.1  |18 44 35.9|+43 49 59|  7.54 |K0        | 50.0          | 0.84   | 0.58   |        |
|NN 3578B  |09 59 21.5|+43 50 37| 14.16 |m         | 45.0          |        |        | 1.24   |
|NN 3577A  |09 59 19.5|+43 50 37| 13.89 |m         | 45.0          |        |        | 1.22   |
|NN 3475   |08 04 22.3|+43 57 41|  9.83 |K5        | 43.0          | 1.27   | 1.19   | 0.54   |
|Gl 15A    |00 18 09.5|+44 01 03|  8.08 |M2 V      |289.5          | 1.56   | 1.22   | 0.88   |
|Gl 15B    |00 18 09.5|+44 01 03| 11.06 |M6 Ve     |289.5          | 1.79   | 1.39   | 1.24   |
|NN 3593   |10 18 51.9|+44 03 09|  6.65 |G5 V      | 46.0          | 0.66   | 0.15   | 0.22   |
|Gl 894.4  |23 21 33.7|+44 05 39|  7.36 |K1 V      | 50.0          | 0.80   | 0.41   |        |
|NN 3365   |05 46 40.4|+44 07 30| 12.79 |M4        | 39.2          | 1.55   |        | 1.25   |
|Gl 905    |23 41 54.3|+44 11 50| 12.29 |dM6  e    |315.6          | 1.90   | 1.48   | 1.55   |
|NN 3391   |06 21 12.6|+44 14 47| 12.27 |m         | 42.0          |        |        | 0.96   |
|Gl 92.2   |02 18 10.2|+44 16 13| 13.49 |M3        | 45.0          | 1.53   |        | 1.21   |
|Gl 873    |22 46 53.1|+44 20 26| 10.26 |dM4.5e    |197.0          | 1.61   |        | 1.19   |
|Gl 459.2  |12 16 43.3|+44 24 08|  9.18 |K4 V      | 44.0          | 1.50   | 1.76   |        |
|GJ 1245A  |19 53 52.2|+44 25 25| 13.41 |M5.5 V e  |212.0          | 1.90   |        | 1.65   |
|GJ 1245B  |19 53 53.2|+44 25 25| 14.01 |m         |212.0          | 1.98   |        | 1.71   |
|Gl 806    |20 45 02.4|+44 29 40| 10.77 |dM3       | 85.4          | 1.53   | 1.19   | 0.93   |
|Gl 318.1  |08 43 21.9|+44 29 46| 14.11 |M1.5:     | 47.2          | 1.63   |        | 1.03   |
|NN 4296   |22 47 32.1|+44 33 15|  9.60 |F8        | 56.0          |        |        |        |
|Gl 378.1  |10 02 29.6|+44 34 48|  9.04 |dK8       | 38.0          | 1.07   | 0.98   | 0.40   |
|NN 3058   |00 48 57.3|+44 34 51| 13.06 |m         | 54.0          |        |        | 1.16   |
|GJ 1040   |01 38 32.7|+44 35 20| 10.84 |dK8       | 25.0          | 1.20   |        | 0.52   |
|NN 4290   |22 40 39.2|+44 35 53| 13.20 |m         | 50.0          |        |        | 1.16   |
|NN 3658   |11 23 21.8|+44 48 44| 12.74 |m         | 41.0          |        |        | 1.03   |
|GJ 1081   |05 33 17.6|+44 49 16| 12.21 |k-m       | 65.9          | 1.60   | 1.20   | 1.16   |
|NN 3375   |05 59 32.4|+44 56 52|  1.90 |A2 IV     | 44.3          | 0.03   | 0.05   |        |
|NN 3178A  |02 45 37.3|+44 57 00| 10.85 |K6        | 47.0          | 1.40   | 1.27   | 0.77   |
|NN 3179B  |02 45 39.4|+44 57 12| 15.00 |m         | 47.0          |        |        |        |
|NN 3641   |11 05 33.0|+45 00 42| 11.11 |m         | 42.0          | 1.48   | 1.29   | 0.76   |
|NN 3836   |14 15 19.6|+45 01 11| 11.60 |M2.5      | 61.3          |        |        |        |
|Gl 433.2A |11 38 47.4|+45 06 29|  6.45 |G0 V      | 40.0          | 0.57   |-0.02   |        |
|Gl 433.2B |11 38 46.4|+45 06 29|  8.40 |K2 V      | 40.0          | 0.96   | 0.72   |        |
|Gl 84.2B  |02 06 56.6|+45 11 28| 14.20 |          | 55.3          |        |        |        |
|Gl 84.2A  |02 06 56.6|+45 11 28| 10.28 |dM0       | 55.3          | 1.49   | 1.24   |        |
|Gl 708.4  |18 15 32.6|+45 12 41|  6.29 |G2 V      | 49.0          | 0.62   | 0.12   |        |
|NN 3213   |03 17 12.6|+45 22 23| 12.39 |m         | 66.0          |        |        | 1.13   |
|Gl 572    |15 00 54.7|+45 25 18|  9.13 |dM0       | 74.3          | 1.43   | 1.18   | 0.72   |
|Gl 541.2  |14 17 24.6|+45 26 40| 10.25 |dM0  p    | 52.0          | 1.44   | 1.22   | 0.69   |
|NN 3359   |05 39 01.2|+45 26 58|  8.08 |G5        | 42.0          |        |        |        |
|NN 4183   |21 11 12.1|+45 27 38|  7.83 |K2        | 39.0          | 0.78   | 0.42   |        |
|NN 3042   |00 36 10.0|+45 31 01| 11.71 |M2        | 58.0          | 1.54   |        | 0.98   |
|Gl 397    |10 31 26.9|+45 32 04|  8.86 |K7 V      | 67.6          | 1.33   | 1.28   | 0.59   |
|Gl 709    |18 16 30.9|+45 33 09| 10.28 |dM0       | 46.4          | 1.47   | 1.20   | 0.75   |
|Gl 307.1  |08 27 36.9|+45 39 28|  6.32 |G5 V      | 50.0          | 0.62   | 0.12   |        |
|Gl 661B   |17 12 06.8|+45 41 17| 10.40 |M3.5      |159.5          |        |        |        |
|Gl 661A   |17 12 06.8|+45 41 17|  9.96 |M3   J    |159.5          | 1.49   | 1.01   | 1.08   |
|NN 3898   |15 12 39.7|+45 43 25| 13.35 |m         | 72.0          |        |        | 1.27   |
|Gl 125    |03 09 32.7|+45 44 18| 10.15 |dM1       | 76.7          | 1.49   | 1.21   | 0.94   |
|Gl 720A   |18 35 16.1|+45 44 19|  9.85 |dM2       | 67.8          | 1.42   | 1.15   | 0.73   |
|Gl 720B   |18 35 25.0|+45 45 25| 13.02 |m         | 67.8          | 1.60   |        | 1.18   |
|Gl 2      |00 05 06.9|+45 47 18|  9.93 |dM2  e    | 87.0          | 1.49   | 1.18   | 0.85   |
|Gl 4B     |00 05 37.1|+45 48 48|  9.02 |M0.5 V    | 87.0          | 1.45   | 1.20   |        |
|Gl 4A     |00 05 37.1|+45 48 54|  8.97 |dK6  e    | 87.0          | 1.44   | 1.21   | 0.71   |
|Wo 9168   |04 51 42.3|+45 50 32|  6.97 |G1 IV-V   | 40.9          | 0.58   | 0.04   | 0.23   |
|Gl 195A   |05 17 23.2|+45 50 43| 10.20 |dM2       | 76.3          | 1.50   | 1.24   | 0.94   |
|Gl 195B   |05 17 23.2|+45 50 43| 13.70 |M4  :     | 76.3          |        |        |        |
|Gl 816.1A |21 02 38.6|+45 53 00|  7.68 |K25 V     | 45.8          | 0.97   | 0.78   |        |
|NN 3851   |14 28 32.2|+45 54 27| 16.99 |M5.5:     | 45.0          | 2.22   |        |        |
|NN 3315   |04 50 14.4|+45 59 02| 11.79 |k-m       | 41.0          | 1.47   | 1.21   |        |
|Gl 194A   |05 16 40.5|+46 00 16|  0.71 |G5 III    | 79.0          | 0.80   | 0.44   | 0.28   |
|Gl 194B   |05 16 40.5|+46 00 16|  0.96 |G0 III    | 79.0          |        |        |        |
|Gl 368    |09 48 33.9|+46 01 20|  5.09 |G0.5 Va   | 75.3          | 0.62   | 0.10   | 0.22   |
|Gl 150.2  |03 44 46.9|+46 02 12|  7.71 |K0        | 45.0          | 0.86   | 0.54   |        |
|NN 3837   |14 16 23.9|+46 05 08|  4.18 |A0 p      | 40.8          | 0.08   | 0.05   |        |
|Gl 272    |07 23 15.9|+46 05 29| 10.53 |dM2       | 58.6          | 1.46   |        | 0.84   |
|Gl 521    |13 39 24.7|+46 10 49| 10.23 |dM2       | 82.9          | 1.42   | 1.08   | 0.85   |
|NN 4351   |23 37 56.7|+46 12 01|  6.58 |G5        | 48.0          | 0.66   | 0.16   |        |
|NN 3911   |15 33 39.7|+46 14 54| 13.58 |m         | 51.0          |        |        | 1.21   |
|Gl 894.1  |23 18 16.8|+46 17 13| 10.90 |M0.5      | 47.0          | 1.45   |        | 0.76   |
|NN 3610A  |10 34 31.8|+46 18 17| 13.13 |m         | 49.0          |        |        | 1.14   |
|NN 3611B  |10 34 27.8|+46 18 29| 15.50 |m+        | 49.0          |        |        |        |
|Gl 537B   |14 02 30.2|+46 20 30|  9.95 |dM3  e    | 89.1          |        |        |        |
|Gl 537A   |14 02 30.2|+46 20 30|  9.85 |dM3  e    | 89.1          | 1.48   | 1.10   | 0.83   |
|NN 4089   |18 56 25.8|+46 22 37| 13.95 |m         | 47.0          |        |        | 1.23   |
|Wo 9832   |23 37 32.6|+46 27 49|  3.82 |G8 III-IV | 48.1          | 1.01   | 0.69   |        |
|GJ 1243   |19 51 08.6|+46 28 44| 12.83 |m         | 83.9          | 1.64   |        | 1.22   |
|NN 4040   |17 57 51.2|+46 35 00| 11.79 |m         | 71.3          | 1.56   | 1.41   | 1.12   |
|GJ 1119   |09 00 35.1|+46 35 33| 13.32 |m         | 96.6          | 1.72   |        | 1.36   |
|Gl 336.1  |09 11 32.7|+46 37 06| 10.94 |dM0       | 44.2          | 1.44   |        | 0.77   |
|Wo 9403   |12 17 49.6|+46 37 27| 11.50 |dM1.5e    | 33.0          | 1.44   |        | 0.73   |
|NN 3748   |12 47 04.6|+46 37 50| 11.76 |M2.5      | 61.0          | 1.50   |        | 1.03   |
|NN 4219   |21 46 54.9|+46 38 08| 13.36 |M3.5      | 59.0          |        |        | 1.23   |
|Gl 913    |23 58 40.0|+46 43 42|  9.62 |dM0.5     | 60.0          | 1.44   | 1.19   | 0.74   |
|Gl 694.2  |17 45 33.6|+46 51 18| 10.72 |dM1.5     | 46.4          | 1.49   | 1.27   | 0.78   |
|NN 3656   |11 22 07.0|+46 54 39|  9.80 |K6        | 43.0          |        |        | 0.53   |
|NN 3121   |01 52 02.8|+47 00 00| 12.44 |DA3       | 61.0          | 0.06   |-0.63   |        |
|NN 3738   |12 39 02.9|+47 02 26| 12.14 |m         | 48.0          |        |        | 0.99   |
|Gl 651    |17 02 36.2|+47 04 13|  6.77 |G8 V      | 61.8          | 0.73   | 0.27   |        |
|Wo 9723   |21 08 45.8|+47 09 31| 10.78 |K3        | 39.7          | 0.95   | 0.70   |        |
|NN 3579   |09 59 45.5|+47 12 24| 14.09 |m         | 47.0          |        |        | 1.25   |
|NN 3797   |13 40 16.3|+47 12 57| 15.30 |m         | 45.1          | 1.73   |        |        |
|NN 3749   |12 48 09.0|+47 13 57| 13.65 |m         | 41.0          |        |        | 1.16   |
|GJ 1095   |07 15 50.4|+47 14 36|  5.64 |G0 V      | 58.0          | 0.58   | 0.03   |        |
|Gl 649.1C |16 57 42.9|+47 21 28|  7.90 |dK8       | 57.0          | 1.00   | 0.82   | 0.34   |
|Gl 649.1B |16 57 53.8|+47 21 47| 11.19 |          | 57.0          | 1.47   | 1.04   | 0.81   |
|Gl 649.1A |16 57 53.8|+47 21 47|  7.83 |dK8   J   | 57.0          | 0.98   | 0.80   | 0.34   |
|Gl 249    |06 51 33.7|+47 22 36|  8.99 |dK6       | 56.0          | 1.24   | 1.16   | 0.50   |
|NN 4010   |17 30 15.7|+47 24 05|  7.21 |G5        | 50.0          |        |        |        |
|NN 3940   |16 06 39.6|+47 30 08|  9.90 |dK8       | 42.9          | 1.17   | 1.08   | 0.43   |
|Gl 575A   |15 03 49.1|+47 39 15|  5.19 |F9 V n    | 85.1          | 0.65   | 0.11   |        |
|Gl 575B   |15 03 49.1|+47 39 15|  5.96 |dG2       | 85.1          |        |        |        |
|NN 3977   |16 50 22.6|+47 43 51|  9.42 |dK8       | 37.0          | 1.19   | 1.12   | 0.42   |
|NN 4385   |23 59 45.3|+47 45 54| 16.10 |m         | 59.8          | 1.87   |        |        |
|Gl 508A   |13 19 44.9|+47 46 40|  8.94 |dM1.5eJ   |103.0          | 1.48   | 1.20   | 0.83   |
|Gl 508B   |13 19 44.9|+47 46 40|  9.80 |          |103.0          |        |        |        |
|NN 3381   |06 03 30.4|+47 48 41| 13.94 |M3.5      | 45.0          |        |        | 1.23   |
|Gl 96     |02 22 13.1|+47 52 45|  9.41 |dM1.5e    | 86.8          | 1.49   | 1.18   | 0.77   |
|Wo 9016   |00 34 27.4|+47 54 56|  7.37 |F8        | 20.0          | 0.54   | 0.02   |        |
|NN 3646   |11 10 53.0|+47 57 24| 14.52 |m         | 46.0          |        |        | 1.29   |
|NN 4315AB |23 09 56.4|+47 57 29|  7.91 |G5        | 28.7          | 0.90   | 0.57   |        |
|NN 4083   |18 50 44.5|+47 58 25| 12.53 |m         | 58.0          |        |        | 1.11   |
|Gl 331B   |08 59 15.0|+48 02 43| 10.80 |dM1   J   | 71.3          |        |        |        |
|Gl 331C   |08 59 15.0|+48 02 43| 11.00 |          | 71.3          |        |        |        |
|Gl 331A   |08 59 15.0|+48 02 43|  3.14 |A7 IV     | 71.3          | 0.19   | 0.08   |        |
|Gl 378    |10 02 24.9|+48 06 36| 10.07 |dM2       | 68.0          | 1.37   | 1.13   | 0.82   |
|Gl 520C   |13 37 41.1|+48 08 22| 14.46 |m         | 44.0          | 1.66   |        | 1.26   |
|Gl 520B   |13 37 52.0|+48 08 22| 11.00 |          | 44.0          |        |        |        |
|Gl 520A   |13 37 52.0|+48 08 22| 10.17 |dM0.5     | 44.0          | 1.40   | 1.18   | 0.69   |
|Gl 275.2B |07 30 49.0|+48 11 29| 14.63 |DC        | 86.5          | 0.99   | 0.36   |        |
|Gl 275.2A |07 30 45.1|+48 13 05| 13.56 |sdM5      | 86.5          | 1.71   | 1.22   |        |
|NN 3665   |11 28 52.4|+48 13 46|  7.89 |G5        | 43.0          |        |        |        |
|NN 3602   |10 28 24.5|+48 14 28| 13.25 |m         | 48.6          | 1.67   |        |        |
|NN 3741A  |12 41 36.6|+48 14 34| 11.66 |m         | 44.0          |        |        | 0.88   |
|NN 3742B  |12 41 37.6|+48 14 34| 14.80 |m         | 44.0          |        |        |        |
|Wo 9342   |10 58 22.2|+48 17 32| 10.52 |dM0       | 53.6          | 1.37   | 1.28   | 0.58   |
|Gl 623    |16 24 04.1|+48 21 34| 10.28 |dM3       |131.7          | 1.48   | 1.09   | 1.02   |
|Gl 257.1  |07 01 35.5|+48 23 06|  8.00 |K3 V      | 54.0          | 0.99   | 0.87   |        |
|GJ 1151   |11 51 06.1|+48 23 25| 13.25 |m         |121.8          | 1.84   | 1.30   | 1.38   |
|NN 3524   |09 00 53.4|+48 26 14| 14.13 |k-m       | 50.7          | 1.70   |        | 1.18   |
|NN 3004   |00 05 18.1|+48 28 42|  8.30 |G5        | 51.0          |        |        |        |
|NN 3209   |03 14 43.9|+48 31 25| 11.43 |M1        | 54.0          | 1.49   | 1.13   |        |
|NN 3613   |10 38 30.6|+48 31 47| 13.49 |m         | 44.0          |        |        | 1.16   |
|NN 3426   |07 07 37.8|+48 41 28| 13.40 |m         | 65.0          |        |        | 1.25   |
|Gl 458.2  |12 15 10.1|+48 44 02| 10.52 |M2 V      | 54.0          | 1.46   |        | 0.73   |
|NN 3311   |04 46 13.7|+48 45 25| 17.29 |m         | 51.8          |        |        |        |
|Gl 392A   |10 28 03.2|+48 47 52|  6.44 |F9 V      | 51.9          | 0.60   | 0.05   | 0.24   |
|Gl 392B   |10 28 03.2|+48 47 52| 12.50 |          | 51.9          |        |        |        |
|NN 3713   |12 12 10.1|+48 49 19| 12.91 |m         | 45.0          |        |        | 1.09   |
|NN 3336   |05 10 21.2|+48 50 49| 11.39 |M2        | 72.0          | 1.53   | 1.20   |        |
|NN 3370   |05 55 24.6|+49 00 22|  7.83 |K2        | 61.0          | 1.07   | 0.74   |        |
|Gl 907    |23 48 00.4|+49 00 52| 12.07 |M1.5      | 65.6          | 1.66   | 1.34   |        |
|NN 3765   |13 08 56.2|+49 04 50| 11.04 |M0        | 52.0          | 1.54   | 1.19   | 0.82   |
|NN 3539   |09 12 28.0|+49 12 33|  7.68 |G5        | 45.0          |        |        |        |
|NN 3030   |00 21 56.7|+49 12 38| 12.84 |m         | 45.0          |        |        | 1.08   |
|NN 3460   |07 41 45.1|+49 13 21|  9.73 |dK8       | 36.0          | 1.19   | 1.06   | 0.47   |
|Gl 107B   |02 44 10.0|+49 13 47| 10.06 |M1 V      | 79.3          | 1.48   |        | 0.89   |
|Gl 107A   |02 44 10.0|+49 13 47|  4.13 |F7 V      | 79.3          | 0.49   | 0.00   | 0.18   |
|GJ 1216   |17 20 43.3|+49 16 18| 14.48 |m         | 58.7          | 1.66   |        |        |
|NN 3595   |10 20 40.0|+49 17 54| 13.16 |m         | 39.0          |        |        | 1.08   |
|Gl 891.1  |23 12 32.4|+49 24 20|  4.52 |F0 V      | 49.1          | 0.29   | 0.04   |        |
|NN 3136   |02 08 52.8|+49 27 11| 12.47 |M5  :     | 70.0          | 1.54   |        | 1.17   |
|GJ 1237   |19 26 23.2|+49 27 18|  8.01 |K3 V      | 48.0          | 0.93   | 0.64   |        |
|Gl 380    |10 11 29.0|+49 27 41|  6.59 |K2 Ve     |213.2          | 1.36   | 1.28   | 0.60   |
|Gl 498    |13 05 40.9|+49 28 10|  9.30 |dK8       | 43.0          | 1.17   | 1.04   | 0.46   |
|NN 3265   |04 11 13.0|+49 32 15| 13.45 |M3.5      | 43.0          |        |        | 1.15   |
|Gl 124    |03 08 57.8|+49 36 50|  4.05 |G0 V      | 92.4          | 0.60   | 0.12   | 0.20   |
|NN 3880   |14 56 22.1|+49 37 52|  5.63 |F8 V      | 41.0          | 0.50   | 0.00   |        |
|NN 3858   |14 32 17.3|+49 39 13| 13.26 |m         | 51.0          |        |        | 1.17   |
|Wo 9234   |07 29 55.8|+49 40 26|  5.36 |F6 V      | 44.0          | 0.45   |-0.06   |        |
|NN 3035   |00 27 04.5|+49 42 06| 14.25 |m         | 47.1          |        |        | 1.28   |
|Wo 9648B  |19 12 05.5|+49 50 43|  6.75 |G6 V      | 43.5          | 0.65   | 0.19   |        |
|Wo 9648A  |19 12 06.5|+49 50 49|  6.57 |G6 V      | 43.5          | 0.65   | 0.21   |        |
|Gl 181    |04 58 49.9|+49 51 02|  9.78 |dM2  e    | 57.7          | 1.44   | 1.22   | 0.71   |
|NN 3380   |06 02 29.0|+49 52 22| 14.47 |m         |107.8          | 1.87   | 1.45   |        |
|Gl 532    |13 51 57.6|+49 57 07|  8.90 |dM0  p    | 68.6          | 1.33   | 1.20   | 0.58   |
|NN 4043   |18 10 56.3|+49 58 33|  9.96 |K7        | 41.0          | 1.29   | 1.25   |        |
|NN 3395   |06 31 00.9|+50 02 53| 11.09 |M0        | 52.0          | 1.50   | 1.14   | 0.84   |
|Gl 871.2  |22 46 19.2|+50 12 37|  7.86 |K0        | 39.0          | 0.80   | 0.49   |        |
|Gl 765B   |19 36 26.6|+50 13 05| 13.00 |          | 54.0          |        |        |        |
|Gl 765A   |19 36 26.6|+50 13 05|  4.48 |F4 V      | 54.0          | 0.38   |-0.03   |        |
|NN 4223   |21 47 47.9|+50 14 16| 13.00 |M4        | 46.0          |        |        |        |
|NN 3036   |00 28 52.4|+50 22 29| 13.15 |m         | 76.0          |        |        | 1.26   |
|NN 4011   |17 32 07.5|+50 25 20| 12.74 |m         | 47.0          | 1.47   | 1.02   | 1.06   |
|GJ 1004   |00 12 17.6|+50 25 53| 14.36 |DA8       | 90.7          | 0.42   |-0.42   |        |
|NN 4382   |23 58 06.7|+50 26 42|  6.64 |dG2       | 47.0          | 0.66   | 0.19   |        |
|NN 3600A  |10 26 03.6|+50 27 20| 13.52 |k-m       | 51.0          |        |        | 1.21   |
|NN 3601B  |10 26 04.6|+50 27 32| 13.68 |m         | 51.0          |        |        | 1.22   |
|Gl 521.2B |13 40 25.5|+50 30 57| 10.46 |          | 38.0          | 1.36   | 1.11   | 0.62   |
|Gl 765.1B |19 41 52.6|+50 31 08|  6.20 |G5 V      | 43.0          | 0.66   | 0.20   |        |
|Gl 521.2A |13 40 23.5|+50 31 09|  6.33 |F7 V      | 38.0          | 0.54   |-0.03   |        |
|Gl 765.1A |19 41 49.6|+50 31 38|  5.96 |G2 V      | 43.0          | 0.64   | 0.19   |        |
|Gl 165AB  |04 13 12.8|+50 31 49| 13.67 |M3.5      | 61.9          | 1.75   |        | 1.31   |
|NN 3556   |09 27 31.7|+50 39 20| 11.93 |m         | 48.0          |        |        | 0.95   |
|NN 3756   |12 55 55.2|+50 56 05| 14.40 |m         | 49.4          | 1.74   |        |        |
|GJ 1074   |04 58 42.9|+50 56 57| 10.98 |M1        | 54.8          | 1.48   |        | 0.80   |
|GJ 1150   |11 47 01.9|+50 58 44|  9.62 |dM0  p    | 45.0          | 1.26   | 1.19   | 0.52   |
|NN 3920   |15 49 38.1|+51 02 40| 12.05 |M3:       | 48.0          | 1.53   |        | 0.97   |
|NN 3406A  |06 43 49.4|+51 09 04| 12.44 |M3.5   J  | 52.1          | 1.59   | 1.25   |        |
|NN 3407B  |06 43 49.4|+51 09 04| 14.90 |          | 52.1          |        |        |        |
|NN 3352   |05 34 09.2|+51 13 07| 11.07 |M3        | 45.0          | 1.46   | 1.20   | 0.78   |
|NN 4116   |19 34 19.6|+51 14 20|  5.73 |F7 V      | 41.0          | 0.48   | 0.00   | 0.17   |
|Wo 9674   |19 55 51.0|+51 16 09| 12.00 |M2        | 45.6          |        |        |        |
|NN 3586   |10 09 32.1|+51 17 39| 13.47 |k-m       | 75.0          | 1.66   |        |        |
